intPIPCategoryID,MCNo,AdditionCount,RecipeColorCategory,vcColourNo,RFT
4,N-008L,1,Dark,TNB23-1912O,0
4,N-008L,0,Dark,TNB23-1912O,1
3,N-008L,0,Dark,TNS22-2325M,1
5,N-008E,1,Dark,N11750A,0
1,N-008G,0,Dark,TNB24-0231E,1
1,N-008G,0,Dark,TNB24-0231E,1
1,N-008G,0,Dark,TNB24-0231E,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-008L,0,Light,TNB24-0786B,1
3,N-008L,1,Light,TNB24-0786B,0
3,N-008L,1,Light,TNB24-0786B,0
3,N-008H,0,Dark,TNB20-1570A,1
1,N-008K,2,Light,TNB23-1458E,0
1,N-008K,1,Light,TNB23-1458E,0
3,N-002B,4,Dark,TNB24-1358C,0
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,1,Dark,TNB19-0241CU,0
4,N-008H,1,Light,TNB23-1956P,0
4,N-008H,0,Light,TNB23-1956P,1
4,N-008H,0,Light,TNB23-1956P,1
4,N-008H,0,Light,TNB23-1956P,1
4,N-008C,0,Dark,TNB23-0241FN,1
1,N-008D,2,Light,TNB24-1162C,0
3,N-008B,0,Light,TNB24-0786B,1
4,N-006A,0,Light,TNB23-1886E,1
4,N-006A,2,Light,TNB23-1886E,0
4,N-008E,0,Dark,N11750A,1
1,N-008E,0,Dark,TNB18-0713A,1
1,N-008E,0,Dark,TNB18-0713A,1
1,N-008E,0,Dark,TNB18-0713A,1
3,N-16B,1,Dark,TNB23-1975A,0
3,N-16B,0,Dark,TNB23-1975A,1
4,N-008K,0,Dark,TNS23-2457M,1
4,N-008K,0,Dark,TNS23-2457M,1
4,N-008K,0,Dark,TNS23-2457M,1
3,N-002B,0,Dark,TNB24-1366A,1
3,N-002B,2,Dark,TNB24-1366A,0
1,N-008B,0,Dark,TNB23-1788E,1
3,N-002B,0,Dark,TNB19-2832A,1
1,N-008F,0,Dark,TNB23-0098C,1
1,N-008F,0,Dark,TNB23-0098C,1
1,N-008B,3,Light,TNC23-3331A,0
1,N-008H,0,Dark,TNB24-1366A,1
4,N-008A,1,Light,TNB24-0650M,0
4,N-006A,0,Light,TNB24-0475C,1
4,N-006A,3,Light,TNB24-0475C,0
4,N-006A,0,Light,TNB24-0475C,1
1,N-002A,0,Dark,TNB18-0526A,1
2,N-002B,3,Medium,TNB24-0793A,0
1,N-008H,1,Dark,TNB21-0899E,0
4,N-008A,1,Light,TNB24-0650F,0
4,N-008A,0,Light,TNB24-0650F,1
4,N-008A,0,Light,TNB24-0650F,1
3,N-008L,0,Dark,,1
3,N-008L,0,Dark,,1
1,N-002B,0,Medium,TNB23-1663T,1
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008F,0,Dark,TNB18-2841A,1
1,N-008D,2,Dark,TNB23-3288A,0
2,N-002A,1,Light,TNB24-0791A,0
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,0,Dark,TNB19-0241CU,1
4,N-008C,1,Dark,TNB19-0241CU,0
4,N-006A,1,Light,TNB23-2406G,0
3,N-008G,0,Dark,N3566A,1
3,N-002B,2,Light,TNB24-0345Z,0
3,N-008B,0,Light,TNB24-0784B,1
3,N-008B,1,Light,TNB24-0784B,0
3,N-008B,2,Light,TNB24-0784B,0
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
3,N-008G,5,Dark,TNB24-1314B,0
1,N-16A,2,Light,TNB18-0716B,0
3,N-002B,0,Light,TNB24-0345Z,1
4,N-006A,0,Medium,TNB19-2510AR,1
4,N-006A,2,Medium,TNB19-2510AR,0
3,N-006A,9,Dark,TNS23-1667C,0
1,N-008E,1,Medium,TNB18-1202K,0
1,N-008D,3,Light,TNB17-1934C,0
1,N-16B,0,Dark,TNB23-1787H,1
3,N-002B,4,Dark,TNB24-0951A,0
1,N-008D,0,Dark,TNB17-1931C,1
3,N-008E,5,Light,TNB24-0785C,0
3,N-008E,0,Light,TNB24-0785C,1
4,N-008H,4,Light,TNS23-2519C,0
1,N-002B,1,Dark,TNB24-0042AA,0
3,N-002B,1,Dark,TNB23-1691B,0
3,N-008B,1,Light,TNB24-0784B,0
3,N-008B,4,Light,TNB24-0784B,0
3,N-008A,1,Dark,TNB24-1426Z,0
2,N-008E,0,Dark,TNB19-0240AM,1
3,N-008F,0,Dark,TNB17-3178B,1
3,N-008F,1,Dark,TNB17-3178B,0
3,N-008F,0,Dark,TNB17-3178B,1
1,N-006A,2,Light,TNB17-1743A,0
1,N-002B,1,Light,TNB24-1165A,0
1,N-002A,0,Light,TNB19-3456T,1
1,N-16A,0,Dark,TNB23-0240BZ,1
1,N-16A,0,Dark,TNB23-0240BZ,1
1,N-002A,2,Light,TNB23-1258A,0
1,N-002A,2,Light,TNB23-1258A,0
1,N-008H,0,Medium,TNB24-0229C,1
1,N-008H,3,Medium,TNB24-0229C,0
3,N-008L,1,Dark,TNS22-2325M,0
3,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,1,Dark,TNS22-2325M,0
1,N-008D,0,Dark,TNB21-2470G,1
1,N-008E,0,Medium,TNB18-0712B,1
3,N-008F,0,Dark,TNB23-0612C,1
3,N-008C,0,Dark,TNB19-2805A,1
3,N-008C,0,Dark,TNB19-2805A,1
3,N-008C,0,Dark,TNB19-2805A,1
3,N-008E,0,Light,TNB24-0785C,1
3,N-008E,1,Light,TNB24-0785C,0
4,N-008A,0,Dark,TNB24-0157Q,1
1,N-002B,0,Dark,TNB24-1364E,1
1,N-002B,2,Dark,TNB24-1364E,0
1,N-008D,0,Dark,TNB17-1931C,1
2,N-002B,0,Dark,TNB23-1901C,1
3,N-008A,1,Dark,TNB19-3753CF,0
3,N-008A,1,Dark,TNB19-3753CF,0
3,N-008A,0,Dark,TNB19-3753CF,1
3,N-002A,0,Medium,TNB23-3215A,1
3,N-002A,1,Medium,TNB23-3215A,0
1,N-008F,1,Dark,TNB23-1787D,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
3,N-006A,1,Medium,TNB24-0802C,0
1,N-002A,0,Dark,TNB24-0507F,1
1,N-002A,1,Dark,TNB24-0507F,0
3,N-008D,0,Dark,N7933B,1
3,N-002B,1,Medium,TNB23-1636B,0
3,N-002A,1,Medium,TNB23-2708E,0
3,N-008D,1,Light,TNB23-2877B,0
1,N-008B,0,Dark,TNB23-1788E,1
3,N-006A,2,Dark,TNB24-1562C,0
3,N-006A,1,Light,TNB23-2507C,0
3,N-002B,4,Light,TNB24-1528A,0
3,N-008D,1,Light,TNB24-0755A,0
3,N-008G,1,Dark,TNB24-0199B,0
3,N-002B,2,Dark,TNB24-1529C,0
1,N-008D,0,Light,TNB24-0698J,1
1,N-008D,0,Light,TNB24-0698J,1
3,N-008L,1,Dark,,0
3,N-008L,0,Dark,,1
3,N-002B,3,Dark,TNB23-0264AI,0
1,N-16A,3,Dark,TNB24-0841A,0
1,N-16A,10,Dark,TNB24-0841A,0
3,N-16A,0,Dark,TNB24-0841A,1
1,N-008D,1,Dark,TNB24-1156G,0
1,N-008D,0,Dark,TNB24-1156G,1
1,N-008D,0,Dark,TNB24-1156G,1
1,N-008E,0,Light,TNB23-0630B,1
1,N-002B,1,Light,TNB23-1258G,0
2,N-008C,1,Dark,TNB17-3479E,0
2,N-008C,0,Dark,TNB17-3479E,1
4,N-008D,0,Light,TNB23-2680A,1
3,N-008D,0,Light,TNB23-2680A,1
3,N-008D,1,Light,TNB23-2680A,0
1,N-008D,2,Dark,TNB24-0838C,0
1,N-008D,0,Dark,TNB24-0838C,1
1,N-008D,0,Light,TNB24-0753D,1
1,N-008D,6,Light,TNB24-0753D,0
1,N-008D,0,Light,TNB24-0753D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
3,N-002B,0,Dark,TNB18-1979G,1
3,N-002B,1,Dark,TNB18-1979G,0
3,N-006A,0,Light,TNB24-1412Z,1
2,N-006A,4,Light,TNB24-1412Z,0
3,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,0,Dark,TNS22-2325M,1
1,N-002A,0,Dark,TNB24-0128U,1
1,N-002B,3,Medium,TNB24-0131B,0
1,N-008B,2,Dark,TNB24-0837A,0
2,N-006A,6,Dark,TNB23-2918A,0
3,N-008A,0,Light,TNB24-0650M,1
4,N-008A,0,Light,TNB24-0650M,1
4,N-008A,0,Light,TNB24-0650M,1
4,N-008A,0,Light,TNB24-0650M,1
4,N-008A,1,Light,TNB24-0650M,0
4,N-008A,4,Light,TNB24-0650M,0
4,N-008A,0,Light,TNB24-0650M,1
1,N-16B,1,Dark,TNB23-2076D,0
3,N-008C,3,Dark,TNB21-0459J,0
2,N-008G,4,Dark,TNB23-0477A,0
4,N-008A,0,Dark,TNB23-1912AJ,1
1,N-008H,0,Dark,TNC17-2188F,1
1,N-008F,1,Dark,TNB23-1787D,0
1,N-008E,0,Light,TNB23-0632C,1
2,N-002A,4,Dark,TNB23-0479B,0
2,N-002A,1,Dark,TNB23-0479B,0
3,N-002B,2,Light,TNB23-2122A,0
1,N-008E,2,Dark,N7982A,0
1,N-002B,1,Dark,TNB24-1127A,0
2,N-008H,1,Light,TNB24-1296A,0
3,N-008B,1,Dark,TNB21-1146A,0
3,N-008G,0,Dark,TNB23-3182D,1
2,N-008C,1,Dark,TNB24-0241N,0
3,N-008C,0,Dark,TNB24-0241N,1
5,N-008A,1,Dark,TNB24-0413J,0
2,N-006A,0,Dark,TNB24-1295B,1
2,N-006A,1,Dark,TNB24-1295B,0
2,N-008A,1,Dark,TNB24-0696J,0
2,N-008A,0,Dark,TNB24-0696J,1
1,N-002A,4,Light,TNB23-3272A,0
3,N-008G,0,Dark,TNB23-2028F,1
3,N-008G,0,Dark,TNB23-2028F,1
1,N-002A,1,Dark,TNB24-0140AW,0
3,N-006A,1,Dark,TNB24-0942C,0
3,N-008E,1,Light,TNB23-0597BI,0
4,N-008A,1,Dark,TNB23-2130M,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-16A,0,Dark,TNB17-1931C,1
1,N-16A,0,Dark,TNB17-1931C,1
1,N-002B,2,Light,TNB23-2800B,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,1,Dark,TNB23-1787D,0
3,N-002B,4,Dark,TNB23-3179A,0
3,N-008D,1,Light,TNB23-0613C,0
3,N-008B,3,Dark,TNB24-0754B,0
6,N-008H,0,Dark,T41581B,1
3,N-008D,0,Light,TNB24-0382F,1
3,N-002B,2,Light,TNB24-1263C,0
1,N-008H,1,Dark,T34842D,0
2,N-008D,0,Dark,TNB23-1902C,1
1,N-008E,2,Medium,TNB23-2799A,0
1,N-008D,2,Dark,TNB23-1099B,0
3,N-16B,1,Dark,TNB23-2076D,0
3,N-16B,0,Dark,TNB23-2076D,1
1,N-008H,0,Light,TNB23-1757L,1
1,N-008A,1,Light,TNB19-0242BR,0
3,N-002B,3,Dark,TNB23-1250B,0
1,N-008D,1,Dark,TNB19-1688AA,0
1,N-008B,2,Dark,TNB24-0828B,0
1,N-008E,1,Light,TNB19-1831CB,0
3,N-008E,3,Light,TNB18-3459D,0
3,N-008C,1,Dark,N8896B,0
1,N-008H,0,Dark,TNB19-1832BC,1
1,N-008H,0,Dark,TNB19-1832BC,1
1,N-002B,2,Light,TNB22-2570M,0
1,N-002B,3,Light,TNB22-2570M,0
1,N-008F,0,Dark,TNB24-0231E,1
1,N-008F,0,Dark,TNB24-0231E,1
1,N-002B,2,Dark,TNB22-0103A,0
1,N-002B,0,Dark,TNB22-0103A,1
5,N-006A,0,Dark,N11747B,1
5,N-006A,0,Dark,N11747B,1
3,N-008D,1,Dark,TNB24-0645B,0
3,N-002B,0,Dark,TNB19-0467A,1
3,N-002B,0,Dark,TNB19-0467A,1
3,N-008G,1,Dark,TNB23-0918C,0
3,N-002A,1,Dark,TNB24-0951A,0
3,N-008C,0,Dark,TNB21-0600MX,1
1,N-008C,0,Dark,TNB21-0600MX,1
1,N-002A,3,Dark,TNB24-1129B,0
1,N-16A,0,Dark,TNB24-0197A,1
1,N-16A,3,Dark,TNB24-0197A,0
1,N-16A,3,Dark,TNB24-0197A,0
1,N-002B,2,Dark,TNB22-0102A,0
1,N-002B,3,Dark,TNB22-0102A,0
3,N-006A,0,Dark,TNB18-3286Z,1
1,N-008B,0,Dark,TNB24-1637B,1
1,N-008B,1,Dark,TNB24-1637B,0
3,N-008D,0,Light,TNB24-0787C,1
3,N-008D,3,Light,TNB24-0787C,0
3,N-008D,1,Light,TNB24-0787C,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-008D,0,Dark,TNB24-0646C,1
4,N-008E,2,Dark,TNS22-1936G,0
1,N-008G,0,Dark,TNB21-2234B,1
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,0,Dark,TNB23-1975A,1
1,N-008D,1,Dark,TNB17-2318M,0
1,N-008D,0,Dark,TNB17-2318M,1
3,N-002B,1,Dark,TNB23-0242AQ,0
4,N-008H,2,Medium,TNB19-2510AR,0
4,N-008H,1,Medium,TNB19-2510AR,0
4,N-008H,0,Medium,TNB19-2510AR,1
3,N-002B,1,Dark,TNB23-0312M,0
1,N-008G,1,Dark,TNB24-0231B,0
3,N-008G,0,Dark,TNB24-0231B,1
1,N-002B,3,Dark,TNB23-3182D,0
3,N-006A,0,Dark,TNB21-0500JK,1
3,N-006A,1,Dark,TNB21-0500JK,0
3,N-002A,3,Dark,TNB22-1925E,0
4,N-002B,0,Dark,,1
4,N-002B,5,Dark,,0
1,N-002A,3,Medium,TNB19-3672G,0
3,N-002A,1,Medium,TNB19-3672G,0
1,N-008H,1,Light,TNB19-0242BR,0
1,N-008H,0,Light,TNB19-0242BR,1
3,N-008G,2,Dark,TNB24-0241N,0
2,N-008G,0,Dark,TNB24-0241N,1
1,N-16A,0,Dark,TNB23-1788A,1
1,N-16A,0,Dark,TNB23-1788A,1
1,N-008E,0,Light,TNB24-0698J,1
1,N-008B,5,Dark,TNB24-1638F,0
1,N-008B,0,Dark,TNB24-1638F,1
3,N-008L,0,Dark,TNS22-2325M,1
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
4,N-006A,1,Light,TNB23-2681D,0
3,N-006A,4,Light,TNB23-2681D,0
3,N-008G,8,Dark,TNB21-0459J,0
3,N-008G,0,Dark,TNB21-0459J,1
4,N-008K,1,Light,TNB24-0650M,0
4,N-002B,1,Light,TNB23-0264CF,0
1,N-16A,0,Dark,TNB23-0099I,1
1,N-16A,1,Dark,TNB23-0099I,0
3,N-008E,1,Light,TNB19-0242BR,0
3,N-008L,0,Dark,TNS22-2325M,1
2,N-008D,1,Light,TNB24-1415Z,0
2,N-008D,0,Light,TNB24-1415Z,1
1,N-008E,0,Light,TNB23-0633B,1
1,N-008E,1,Light,TNB23-0633B,0
3,N-008D,1,Light,TNB19-2677EC,0
1,N-16A,1,Dark,TNB24-1205A,0
3,N-008D,3,Dark,TNB24-0123E,0
1,N-008E,2,Light,TNB23-0623B,0
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
1,N-008B,0,Dark,TNB24-0132C,1
1,N-008B,3,Dark,TNB24-0132C,0
4,N-008C,0,Dark,TNB19-2805A,1
3,N-008C,0,Dark,TNB19-2805A,1
6,N-008D,0,Medium,T29907NL,1
3,N-002B,3,Dark,TNB23-2871F,0
3,N-002B,0,Dark,TNB23-2871F,1
1,N-008E,0,Light,TNB23-0620A,1
1,N-008E,1,Light,TNB23-0620A,0
4,N-006A,2,Light,TNB19-1831BO,0
4,N-006A,0,Light,TNB19-1831BO,1
3,N-008L,1,Dark,TNS22-2325M,0
5,N-008D,0,Light,TNB22-1924A,1
4,N-008H,0,Dark,TNB23-0264BA,1
4,N-008H,1,Dark,TNB23-0264BA,0
4,N-008H,0,Dark,TNB23-0264BA,1
3,N-008E,0,Light,TNB24-0127J,1
3,N-008G,1,Dark,TNB23-0342S,0
3,N-16A,0,Dark,TNB24-1036D,1
1,N-16A,1,Dark,TNB24-1036D,0
5,N-002B,0,Dark,TNB24-0413J,1
1,N-008B,1,Dark,TNB24-1336B,0
1,N-008B,0,Dark,TNB24-1336B,1
4,N-008H,0,Light,TNB24-0650M,1
4,N-008H,0,Light,TNB24-0650M,1
4,N-008H,0,Light,TNB24-0650M,1
4,N-008H,0,Light,TNB24-0650M,1
4,N-008L,0,Dark,TNB23-1912AH,1
4,N-008L,1,Dark,TNB23-1912AH,0
4,N-008L,1,Dark,TNB23-1912AH,0
4,N-008L,0,Dark,TNB23-1912AH,1
4,N-006A,1,Dark,TNB19-1833AB,0
4,N-006A,1,Dark,TNB19-1833AB,0
4,N-006A,1,Dark,TNB19-1833AB,0
1,N-008E,0,Light,TNB24-1161A,1
1,N-008E,2,Light,TNB24-1161A,0
3,N-002B,6,Medium,TNB23-0847C,0
1,N-002B,0,Dark,TNC17-2188F,1
3,N-006A,0,Dark,TNB23-2709B,1
1,N-008E,2,Dark,TNB24-0114A,0
4,N-008D,1,Light,TNB24-0193B,0
1,N-002B,3,Light,TNB19-3536BR,0
3,N-008B,1,Dark,TNB23-2468A,0
1,N-008E,1,Medium,TNB22-0078B,0
1,N-008E,0,Medium,TNB22-0078B,1
4,N-008L,3,Dark,TNB23-3196F,0
4,N-008L,0,Dark,TNB23-3196F,1
3,N-008G,0,Dark,TNB24-0231B,1
3,N-008G,0,Dark,TNB24-0231B,1
1,N-008G,0,Dark,TNB24-0231B,1
4,N-008L,1,Dark,TNB23-1912AJ,0
3,N-008F,0,Dark,TNB17-3178B,1
1,N-006A,0,Dark,TNB21-2257D,1
1,N-002B,3,Light,TNB24-1160C,0
1,N-002A,0,Light,TNB23-1757L,1
1,N-008E,4,Light,TNB24-1162C,0
4,N-006A,0,Medium,TNB24-0475C,1
4,N-006A,0,Medium,TNB24-0475C,1
4,N-006A,1,Medium,TNB24-0475C,0
1,N-002A,2,Dark,TNB23-1099B,0
1,N-002A,1,Dark,TNB19-1688AA,0
3,N-008F,0,Dark,TNB24-0231E,1
4,N-008A,0,Dark,TNB23-3363T,1
3,N-008D,1,Dark,TNB24-0593A,0
4,N-008L,0,Dark,TNB23-0241FN,1
4,N-008L,0,Dark,TNB23-0241FN,1
1,N-002A,5,Dark,TNB24-1215C,0
3,N-008E,1,Light,TNB24-0153A,0
3,N-008E,0,Light,TNB24-0153A,1
1,N-008D,1,Light,TNB23-2801A,0
5,N-002B,3,Dark,TNB24-1076B,0
4,N-002A,0,Medium,TNB24-0475C,1
4,N-002A,1,Medium,TNB24-0475C,0
1,N-002B,0,Dark,TNB23-2750F,1
3,N-006A,0,Medium,TNB24-0802C,1
3,N-006A,0,Medium,TNB24-0802C,1
6,N-008D,0,Medium,TPB21-1481A,1
3,N-16A,1,Dark,TNB24-1348C,0
4,N-008L,0,Dark,TNB23-1912O,1
4,N-008L,0,Dark,TNB23-1912O,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
4,N-008A,0,Light,TNB24-0650E,1
3,N-002A,1,Dark,TNB24-0951A,0
6,N-008D,0,Dark,TPB21-1483B,1
1,N-16A,4,Dark,TNB24-1337D,0
1,N-16A,0,Dark,TNB24-1337D,1
1,N-008B,2,Dark,TNB24-0288C,0
3,N-008G,1,Dark,TNB23-0600LE,0
3,N-008G,0,Dark,TNB23-0600LE,1
3,N-008G,0,Dark,TNB23-0600LE,1
3,N-002A,0,Dark,TNB24-0600CO,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
3,N-008E,1,Dark,TNB23-3328D,0
4,N-008L,2,Dark,TNB23-1912R,0
3,N-16B,1,Dark,TNB23-2076D,0
3,N-16B,0,Dark,TNB23-2076D,1
1,N-002B,0,Medium,TNB18-1202K,1
4,N-008L,1,Dark,TNB22-1547AB,0
4,N-008L,2,Dark,TNB22-1547AB,0
2,N-008D,0,Dark,TNB24-0045X,1
5,N-008H,0,Dark,TNB24-0413J,1
1,N-008E,1,Dark,TNB21-2470G,0
3,N-16A,1,Dark,TNB24-1479C,0
3,N-008B,0,Dark,TNB24-0754B,1
3,N-008B,2,Dark,TNB24-0754B,0
2,N-008G,0,Dark,TNB17-3479E,1
2,N-008G,0,Dark,TNB17-3479E,1
4,N-002B,3,Dark,TNS22-1936G,0
4,N-002B,0,Dark,TNS22-1936G,1
4,N-006A,3,Medium,TNB23-1636M,0
4,N-006A,0,Medium,TNB23-1636M,1
4,N-006A,1,Medium,TNB23-1636M,0
4,N-008C,0,Dark,TNB23-0241FN,1
4,N-008C,1,Dark,TNB23-0241FN,0
4,N-008C,1,Dark,TNB23-0241FN,0
1,N-008B,0,Light,TNB24-1418C,1
1,N-008B,0,Light,TNB24-1418C,1
1,N-008B,2,Light,TNB24-1418C,0
1,N-008E,1,Dark,TNB23-1788A,0
1,N-008E,0,Dark,TNB23-1788A,1
6,N-008D,1,Medium,T29907NL,0
6,N-008D,1,Medium,T20588D,0
1,N-002B,0,Dark,TNB24-0993A,1
3,N-008B,2,Light,TNB23-2263A,0
1,N-008E,0,Dark,TNB19-1833H,1
1,N-008E,2,Dark,TNB19-1833H,0
3,N-008C,1,Dark,TNB23-2004C,0
3,N-008C,0,Dark,TNB23-2004C,1
1,N-008H,0,Dark,TNB23-1959B,1
1,N-002A,2,Light,TNB22-0078B,0
1,N-008F,0,Dark,TNB23-1787D,1
2,N-008G,0,Dark,T06000,1
1,N-008D,3,Dark,TNB24-0128I,0
1,N-008D,0,Dark,TNB24-0128I,1
3,N-008G,0,Dark,TNB24-0231B,1
3,N-008G,0,Dark,TNB24-0231B,1
1,N-008G,1,Dark,TNB24-0231B,0
1,N-002A,1,Dark,TNB22-1373C,0
3,N-002B,2,Light,TNB24-1691Z,0
3,N-002A,0,Dark,TNB24-0116E,1
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008C,0,Dark,TNB23-2076D,1
4,N-008L,0,Dark,TNB23-1912R,1
4,N-008L,1,Dark,TNB23-1912R,0
4,N-008C,0,Dark,TNB23-0241FN,1
4,N-008C,0,Dark,TNB23-0241FN,1
3,N-002A,1,Dark,TNB23-3229A,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
1,N-008D,0,Medium,TNB24-1393A,1
1,N-008D,1,Medium,TNB24-1393A,0
1,N-008D,0,Medium,TNB24-1393A,1
2,N-002A,2,Dark,TNB23-1904C,0
1,N-008B,4,Light,TNB24-1418C,0
3,N-002A,1,Dark,TNB23-0781AK,0
3,N-002B,4,Dark,TNB23-2314A,0
1,N-008D,0,Dark,TNB24-0128Y,1
1,N-008D,1,Dark,TNB24-0128Y,0
3,N-002A,3,Dark,TNB23-3182D,0
1,N-008F,0,Dark,TNB23-1787H,1
3,N-002B,3,Dark,TNB24-0662D,0
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008F,0,Dark,TNB18-2841A,1
4,N-006A,4,Dark,TNB24-0475C,0
1,N-002A,0,Light,TNB24-0117C,1
3,N-008G,1,Dark,TNB19-3525BS,0
3,N-008G,0,Dark,TNB19-3525BS,1
4,N-008H,0,Light,TNB24-0650AH,1
4,N-008H,0,Light,TNB24-0650AH,1
4,N-008H,1,Light,TNB24-0650AH,0
1,N-008E,0,Dark,TNB23-1788E,1
3,N-008B,2,Light,TNB23-2263A,0
1,N-002B,0,Light,TNB24-0698J,1
3,N-002B,1,Dark,TNB24-1007C,0
2,N-008H,3,Light,TNB24-1325A,0
5,N-008E,1,Light,N11748P,0
4,N-008E,5,Light,N11748P,0
5,N-008E,0,Light,N11748P,1
1,N-006A,0,Dark,TNB17-1931C,1
1,N-006A,0,Dark,TNB17-1931C,1
1,N-002A,0,Light,TNB18-1135A,1
1,N-002A,1,Light,TNB18-1135A,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,2,Dark,TNB23-2076D,0
1,N-008F,0,Dark,TNB24-0231E,1
1,N-008F,0,Dark,TNB24-0231E,1
4,N-008C,0,Dark,TNB23-0241FN,1
4,N-008C,0,Dark,TNB23-0241FN,1
3,N-008H,6,Light,TNB24-0827B,0
4,N-008L,0,Dark,TNB23-1912R,1
3,N-002A,1,Light,TNB24-0460E,0
3,N-008B,1,Light,TNB23-2263A,0
3,N-008B,0,Light,TNB23-2263A,1
4,N-008H,0,Dark,TNB23-2130M,1
4,N-008H,0,Dark,TNB23-2130M,1
4,N-008H,3,Dark,TNB23-2130M,0
1,N-008E,1,Light,TNB18-3168A,0
1,N-008F,0,Dark,TNB23-1787H,1
1,N-008F,0,Dark,TNB23-1787H,1
4,N-008L,0,Light,TNB23-1912R,1
4,N-008L,0,Light,TNB23-1912R,1
4,N-008L,0,Light,TNB23-1912R,1
4,N-006A,0,Medium,TNB24-0475C,1
4,N-006A,0,Medium,TNB24-0475C,1
1,N-008D,0,Dark,TNB24-1156G,1
1,N-008D,0,Dark,TNB24-1156G,1
1,N-008D,1,Dark,TNB24-1156G,0
1,N-008D,0,Dark,TNB24-1156G,1
1,N-008B,2,Light,TNB19-3536BR,0
3,N-008B,3,Light,TNB24-1573D,0
3,N-008B,0,Light,TNB24-1573D,1
4,N-008C,0,Dark,TNB22-0241G,1
4,N-008C,0,Dark,TNB22-0241G,1
4,N-008C,1,Dark,TNB22-0241G,0
3,N-002B,0,Dark,TNB24-1307E,1
1,N-008G,0,Dark,TNB19-0241JK,1
3,N-008E,0,Dark,TNB24-1349B,1
3,N-008E,3,Dark,TNB24-1349B,0
3,N-008F,0,Dark,TNB17-3178B,1
4,N-008L,0,Dark,TNB23-1912R,1
3,N-008H,0,Light,TNB24-1557D,1
3,N-006A,0,Dark,TNB24-1692A,1
3,N-008D,0,Dark,TNB24-1392A,1
3,N-008D,2,Dark,TNB24-1392A,0
3,N-002B,1,Light,TNB19-0134ED,0
4,N-008H,0,Dark,TNB23-2130M,1
4,N-008H,0,Dark,TNB23-2130M,1
3,N-002B,0,Light,TNB24-0158PW,1
4,N-006A,0,Dark,TNB22-0240D,1
4,N-006A,0,Dark,TNB22-0240D,1
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,0,Dark,TNB23-1975A,1
4,N-008L,1,Dark,TNB23-1912O,0
3,N-008B,0,Light,TNB24-0056A,1
3,N-008B,3,Light,TNB24-0056A,0
3,N-008E,3,Dark,TNB24-0346P,0
3,N-008G,0,Dark,TNB19-3525BS,1
3,N-002A,0,Dark,TNB23-0215A,1
1,N-008F,0,Dark,TNB24-0231E,1
3,N-008D,0,Medium,TNB24-0113E,1
