intPIPCategoryID,MCNo,AdditionCount,RecipeColorCategory,vcColourNo,RFT
3,N-008K,1,Dark,TNS22-2325M,0
3,N-008K,3,Dark,TNS22-2325M,0
3,N-008K,1,Dark,TNS22-2325M,0
3,N-008G,3,Dark,TNB21-0459B,0
3,N-008B,0,Dark,TNB21-0839AI,1
4,N-008L,0,Dark,TNB19-0241CU,1
4,N-008L,0,Dark,TNB19-0241CU,1
4,N-008L,0,Dark,TNB19-0241CU,1
3,N-008E,2,Dark,TNB23-2469H,0
3,N-008E,0,Dark,TNB23-2469H,1
3,N-002A,1,Light,TNB24-0506A,0
3,N-008A,0,Dark,TNB23-2804H,1
3,N-008A,3,Dark,TNB23-2804H,0
1,N-008D,1,Dark,TNB24-0183B,0
3,N-16B,0,Dark,TNB18-2841A,1
3,N-16B,0,Dark,TNB18-2841A,1
3,N-006A,0,Light,TNB24-0103S,1
3,N-006A,4,Light,TNB24-0103S,0
3,N-008G,0,Dark,TNB23-2711B,1
3,N-008G,1,Dark,TNB23-2711B,0
3,N-008B,0,Dark,TNB21-0839AI,1
3,N-008F,2,Dark,TNB24-0241F,0
3,N-008F,1,Dark,TNB24-0241F,0
6,N-008C,1,Dark,TPB23-1579C,0
1,N-006A,0,Dark,N6480NL,1
3,N-008B,0,Dark,TNB22-0876D,1
1,N-002A,2,Dark,TNB19-1833BL,0
3,N-16A,0,Light,TNB24-0056A,1
1,N-008D,4,Dark,TNC23-3247E,0
1,N-006A,0,Dark,N7603D,1
6,N-008C,1,Dark,TPL23-1580C,0
1,N-008A,3,Light,TNB23-3308C,0
3,N-008A,0,Light,TNB23-3308C,1
3,N-006A,1,Dark,TNB21-0500JK,0
3,N-002A,1,Dark,TNB23-0446V,0
4,N-008A,2,Dark,TNB19-0098AI,0
3,N-006A,2,Dark,TNB23-2709B,0
1,N-008D,0,Dark,TNB24-0184B,1
3,N-002A,1,Dark,TNB21-0241W,0
3,N-008C,4,Medium,TNB24-0518B,0
3,N-008C,4,Light,TNB22-1715C,0
1,N-008E,0,Dark,TNB19-0098W,1
1,N-008F,0,Dark,TNB23-1787D,1
3,N-002A,1,Dark,TNB23-2138B,0
3,N-008F,0,Dark,TNB24-0241F,1
3,N-008F,1,Dark,TNB24-0241F,0
3,N-002A,0,Dark,TNB22-0241BG,1
3,N-008G,0,Dark,TNB23-2711B,1
3,N-008G,0,Dark,TNB23-2711B,1
3,N-008G,0,Dark,TNB23-2711B,1
1,N-002A,0,Light,TNB24-0392C,1
3,N-002A,1,Light,TNB24-0392C,0
3,N-008K,0,Dark,TNB23-2713B,1
3,N-008K,1,Dark,TNB23-2713B,0
1,N-008E,0,Dark,TNB23-0583G,1
3,N-008B,0,Dark,TNB24-0240E,1
4,N-008A,1,Medium,TNB21-0128BN,0
4,N-008A,0,Medium,TNB21-0128BN,1
4,N-008A,0,Medium,TNB21-0128BN,1
4,N-006A,4,Medium,TNB23-2996A,0
3,N-002B,0,Dark,TNB21-0500HQ,1
3,N-002A,1,Dark,N12786G,0
1,N-008D,1,Dark,TNB24-0288E,0
1,N-008B,1,Light,TNB21-0608AV,0
1,N-008B,0,Light,TNB21-0608AV,1
3,N-006A,1,Dark,TNB23-2709B,0
3,N-006A,1,Dark,TNB23-2709B,0
3,N-002A,1,Dark,TNB24-0600L,0
3,N-002A,0,Dark,TNB24-0600L,1
1,N-008E,0,Dark,TNB23-1645BD,1
1,N-008E,0,Dark,TNB23-1645BD,1
2,N-002A,0,Dark,TNB24-0476Z,1
2,N-002A,1,Dark,TNB24-0476Z,0
2,N-002A,4,Dark,TNB24-0476Z,0
1,N-008L,1,Dark,TNB19-3380B,0
3,N-16A,1,Dark,TNB23-1978A,0
3,N-006A,0,Dark,TNB24-0036J,1
3,N-006A,2,Dark,TNB24-0036J,0
3,N-006A,1,Dark,TNB24-0036J,0
1,N-008B,0,Dark,TNB19-1833H,1
1,N-008B,1,Dark,TNB19-1833H,0
1,N-008G,0,Dark,T06000,1
3,N-008A,1,Dark,TNB21-1928A,0
4,N-008L,0,Dark,TNB23-0241EK,1
4,N-008L,0,Dark,TNB23-0241EK,1
4,N-008L,1,Dark,TNB23-0241EK,0
1,N-002B,2,Light,TNB23-3312A,0
3,N-008G,0,Dark,TNB19-3525BS,1
3,N-008D,1,Light,TNB23-0597BI,0
3,N-008G,0,Dark,TNB19-0241GO,1
1,N-002B,3,Dark,TNC23-2152K,0
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,0,Dark,TNB23-1975A,1
1,N-008B,0,Dark,TNB19-1833H,1
1,N-008B,0,Dark,TNB19-1833H,1
3,N-002B,0,Dark,TNB23-1528C,1
3,N-002B,4,Dark,TNB23-1528C,0
4,N-008G,0,Dark,TNB22-0241G,1
4,N-008G,1,Dark,TNB22-0241G,0
4,N-008G,1,Dark,TNB23-0241EK,0
3,N-008G,2,Dark,TNB23-0241EK,0
4,N-008G,1,Dark,TNB23-0241EK,0
4,N-008G,0,Dark,TNB23-0241EK,1
1,N-006A,1,Medium,TNB23-1410A,0
1,N-008C,0,Light,TNB23-0075R,1
1,N-008C,0,Light,TNB23-0075R,1
1,N-008C,2,Light,TNB23-0075R,0
1,N-008C,3,Light,TNB23-0075R,0
1,N-008F,0,Dark,TNB24-0231E,1
1,N-002A,1,Light,TNB18-3251D,0
1,N-008A,3,Dark,TNB23-2243K,0
1,N-008H,0,Light,TNB17-1934C,1
4,N-008G,0,Dark,TNB22-0241G,1
4,N-008G,1,Dark,TNB22-0241G,0
4,N-008G,0,Dark,TNB22-0241G,1
2,N-002B,1,Dark,TNB22-0500TQ,0
3,N-008E,1,Dark,TNB21-1146A,0
3,N-002B,2,Light,TNB22-1924A,0
3,N-002B,0,Light,TNB22-1924A,1
1,N-006A,1,Light,TNB17-2195F,0
3,N-008C,1,Dark,TNC17-2188F,0
3,N-006A,1,Light,TNB19-3633A,0
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008E,0,Light,TNB24-0240E,1
3,N-008E,1,Light,TNB24-0240E,0
3,N-008E,0,Light,TNB24-0240E,1
3,N-008C,2,Light,TNB23-2867A,0
1,N-008G,0,Dark,TNB19-3380B,1
3,N-008D,2,Light,TNB24-0380A,0
2,N-008F,0,Dark,TNB17-3479E,1
2,N-008F,0,Dark,TNB17-3479E,1
3,N-008B,5,Light,TNB23-2263A,0
3,N-008B,0,Light,TNB23-2263A,1
4,N-008A,2,Dark,TNB23-0264CX,0
1,N-008E,1,Light,TNB20-1282AA,0
1,N-008E,0,Light,TNB20-1282AA,1
3,N-008D,1,Light,TNB18-3403B,0
3,N-008D,0,Light,TNB18-3403B,1
1,N-002A,1,Dark,TNB19-1688AA,0
1,N-006A,1,Light,TNB24-0233C,0
4,N-008L,1,Dark,TNB22-1173B,0
1,N-002B,2,Light,TNB23-2772L,0
1,N-002B,1,Light,TNB23-2772L,0
1,N-002B,1,Light,TNB23-2772L,0
1,N-008L,0,Medium,TNB24-0231B,1
3,N-006A,3,Light,TNB19-2197AE,0
1,N-008B,3,Dark,TNB20-1327V,0
3,N-002B,3,Light,TNB21-1931A,0
1,N-16A,2,Light,TNB24-0292L,0
3,N-008L,0,Dark,TNB24-0231B,1
1,N-008L,1,Dark,TNB24-0231B,0
3,N-002A,2,Dark,TNB23-3173C,0
1,N-006A,3,Light,TNB24-0161W,0
1,N-002A,1,Light,TNB23-2958C,0
1,N-002A,0,Light,TNB23-2958C,1
1,N-002A,2,Light,TNB23-2958C,0
1,N-002A,0,Light,TNB23-2958C,1
3,N-002A,1,Dark,TNB22-0654C,0
1,N-008A,0,Dark,TNS22-2325M,1
1,N-008F,1,Dark,TNB19-0241AL,0
1,N-008F,0,Dark,TNB19-0241AL,1
3,N-008L,1,Dark,TNB17-3178F,0
3,N-002B,1,Light,TNB24-0345Z,0
1,N-008H,0,Light,TNB23-1757U,1
3,N-008H,0,Light,TNB23-1757U,1
1,N-008H,2,Light,TNB23-1757U,0
1,N-006A,0,Medium,TNB23-1321L,1
1,N-006A,1,Medium,TNB23-1321L,0
3,N-002A,0,Dark,TNB19-0163AA,1
3,N-002B,1,Dark,TNB19-0001AU,0
1,N-002A,1,Dark,TNB24-0225C,0
1,N-002A,1,Dark,TNB24-0225C,0
1,N-008E,2,Medium,TNB23-3311B,0
3,N-002A,4,Dark,TNB24-0342Z,0
3,N-008A,0,Dark,TNB23-2468A,1
3,N-008A,0,Dark,TNB23-2468A,1
2,N-008G,0,Dark,TNB24-0608D,1
3,N-006A,2,Light,TNB24-0161F,0
1,N-006A,0,Light,TNB24-0161F,1
3,N-008K,0,Dark,TNB20-1052A,1
3,N-002B,0,Dark,TNB24-0035L,1
3,N-002B,3,Dark,TNB24-0035L,0
3,N-002B,4,Dark,TNB24-0035L,0
1,N-008E,0,Light,TNB23-3304C,1
1,N-008E,0,Light,TNB23-3304C,1
3,N-008D,0,Dark,TNB23-3089B,1
3,N-008D,0,Dark,TNB23-3089B,1
1,N-008C,4,Dark,TNB23-2656A,0
1,N-008C,0,Dark,TNB23-2656A,1
1,N-008C,4,Dark,TNB23-2656A,0
3,N-008L,0,Dark,TNB22-1925E,1
3,N-008K,0,Dark,TNS22-2325M,1
3,N-008K,6,Dark,TNS22-2325M,0
3,N-008G,0,Dark,TNB23-0163B,1
1,N-006A,3,Light,TNB23-2643A,0
1,N-008D,2,Light,TNB23-2647B,0
1,N-002A,0,Light,TNB23-2613A,1
1,N-002A,0,Light,TNB23-2613A,1
3,N-002A,0,Light,TNB23-1845C,1
3,N-002B,1,Light,TNB24-0341Z,0
3,N-008L,1,Dark,TNB23-2711B,0
3,N-008F,0,Dark,TNB23-0612C,1
1,N-008F,0,Dark,TNB23-0612C,1
3,N-008F,0,Dark,TNB23-0612C,1
3,N-008F,0,Dark,TNB23-0612C,1
1,N-008D,0,Dark,TNB23-3313C,1
3,N-006A,1,Medium,TNB24-0297G,0
3,N-002B,0,Medium,TNB24-0294F,1
3,N-008L,3,Dark,TNB24-0146C,0
3,N-008G,0,Dark,TNB21-0600MX,1
3,N-008G,0,Dark,TNB21-0600MX,1
3,N-008G,0,Dark,TNB21-0600MX,1
2,N-008A,0,Dark,TNB24-0343Z,1
3,N-002B,4,Dark,TNB24-0461B,0
4,N-008H,0,Dark,TNB24-0449C,1
4,N-008H,1,Dark,TNB24-0449C,0
3,N-008A,6,Dark,TNS22-2325M,0
3,N-008A,0,Dark,TNS22-2325M,1
4,N-006A,4,Medium,TNB23-2996A,0
3,N-002B,0,Medium,TNB17-1742A,1
1,N-002B,2,Medium,TNB17-1742A,0
3,N-008C,4,Light,TNB24-0462P,0
1,N-008F,0,Dark,TNB19-0241AL,1
1,N-008F,0,Dark,TNB19-0241AL,1
1,N-008E,0,Light,TNB23-2957B,1
1,N-008E,0,Light,TNB23-2957B,1
1,N-008D,5,Dark,TNB19-3988GJ,0
1,N-008D,1,Dark,TNB19-3988GJ,0
1,N-008D,0,Dark,TNB19-3988GJ,1
3,N-006A,3,Light,TNB24-0468D,0
3,N-006A,3,Light,TNB24-0468D,0
1,N-008C,2,Dark,TNB24-0296F,0
3,N-008H,2,Light,TNB24-0363A,0
3,N-008C,1,Dark,TNB19-3988GC,0
3,N-002A,2,Dark,TNB23-1645BV,0
4,N-008A,0,Dark,TNB23-3368A,1
4,N-008A,4,Dark,TNB23-3368A,0
2,N-002B,1,Medium,TNB24-0344Z,0
4,N-008K,4,Dark,TNC19-2496B,0
4,N-008K,0,Dark,TNC19-2496B,1
1,N-002B,1,Dark,TNC23-2414T,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
6,N-008B,2,Dark,T20588D,0
6,N-008B,2,Dark,T20588D,0
1,N-002A,0,Light,TNB20-1282AA,1
1,N-002A,2,Light,TNB20-1282AA,0
1,N-002A,0,Light,TNB20-1282AA,1
1,N-008C,1,Light,TNB23-2645B,0
1,N-002B,3,Light,TNC23-2644A,0
3,N-008G,0,Dark,TNB24-0241A,1
4,N-006A,6,Dark,TNB23-0702AS,0
4,N-006A,1,Dark,TNB19-0240CF,0
4,N-006A,0,Dark,TNB19-0240CF,1
4,N-006A,0,Dark,TNB19-0240CF,1
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,1,Dark,TNB23-0241FW,0
3,N-008E,0,Dark,TNB22-0876D,1
3,N-008E,1,Dark,TNB22-0876D,0
3,N-008E,0,Dark,TNB22-0876D,1
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,1,Dark,TNB23-0241FW,0
1,N-008E,0,Dark,TNB23-0240BZ,1
1,N-008E,0,Dark,TNB23-0240BZ,1
3,N-008B,1,Light,TNB23-2678B,0
3,N-008B,0,Light,TNB23-2678B,1
3,N-008A,0,Dark,TNB19-3988HV,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
4,N-008H,0,Dark,TNB24-0449C,1
4,N-008H,2,Dark,TNB24-0449C,0
5,N-008H,4,Dark,TNB24-0449C,0
3,N-008C,0,Dark,TNB23-2711B,1
3,N-008C,0,Dark,TNB23-2711B,1
3,N-008C,0,Dark,TNB23-2711B,1
3,N-008C,0,Dark,TNB23-2711B,1
3,N-008C,1,Dark,TNB23-2711B,0
3,N-008C,0,Dark,TNB23-2711B,1
3,N-008L,2,Dark,TNB23-1593H,0
6,N-008C,0,Dark,TPB21-1791A,1
1,N-006A,0,Dark,TNB23-2709B,1
1,N-008E,1,Dark,TNB19-1819A,0
1,N-008E,0,Dark,TNB19-1819A,1
3,N-008L,2,Dark,TNB23-2723C,0
3,N-008L,4,Dark,TNB23-2723C,0
1,N-006A,0,Light,TNB21-0608AV,1
1,N-006A,1,Light,TNB21-0608AV,0
1,N-006A,3,Light,TNB21-0608AV,0
3,N-008C,0,Light,TNB24-0292E,1
3,N-008C,4,Light,TNB24-0292E,0
1,N-002A,1,Dark,TNB24-0288E,0
1,N-008E,0,Dark,TNB17-1931C,1
1,N-008E,0,Dark,TNB17-1931C,1
1,N-008D,1,Light,TNB21-0608AV,0
1,N-008B,1,Medium,TNB23-0367J,0
1,N-16A,1,Medium,TNB23-1226J,0
1,N-002B,4,Light,TNB23-1314H,0
1,N-008F,0,Dark,TNB24-0231E,1
1,N-008F,0,Dark,TNB24-0231E,1
1,N-006A,2,Light,TNB23-2729I,0
1,N-16B,0,Dark,TNB23-0241FW,1
3,N-008H,2,Light,TNB24-0466B,0
1,N-006A,2,Light,TNB23-3304C,0
1,N-002B,0,Light,TNB23-2729I,1
1,N-002B,0,Light,TNB23-2729I,1
1,N-002B,0,Light,TNB23-2729I,1
1,N-008A,3,Light,TNB24-0292L,0
1,N-16A,0,Medium,TNB23-1226J,1
1,N-16A,1,Medium,TNB23-1226J,0
1,N-16A,2,Medium,TNB23-1226J,0
5,N-008K,0,Dark,TNB18-3392A,1
5,N-008K,0,Dark,TNB18-3392A,1
1,N-006A,3,Light,TNB23-1227K,0
3,N-002B,0,Light,TNB24-0103S,1
1,N-002A,0,Dark,TNB20-1326Q,1
1,N-002A,2,Dark,TNB20-1326Q,0
1,N-002A,1,Dark,TNB20-1326Q,0
3,N-008G,1,Dark,TNB19-3251BA,0
1,N-008G,0,Dark,TNB19-3251BA,1
1,N-008A,0,Light,TNB23-3308C,1
1,N-008A,3,Light,TNB23-3308C,0
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,0,Dark,TNB23-0241FW,1
3,N-002A,2,Light,TNB24-0319B,0
1,N-002A,0,Dark,TNB23-3328A,1
3,N-002A,1,Dark,TNB23-3328A,0
1,N-002A,0,Dark,TNB23-3328A,1
1,N-008B,4,Dark,TNB20-1328Q,0
1,N-008B,0,Dark,TNB20-1328Q,1
3,N-008D,2,Light,TNB24-0578C,0
1,N-008E,0,Light,TNB23-3306A,1
1,N-008E,2,Light,TNB23-3306A,0
3,N-002B,1,Dark,TNB23-3256C,0
1,N-008F,0,Dark,TNB19-0241AL,1
1,N-008F,0,Dark,TNB19-0241AL,1
3,N-008C,6,Light,TNB24-0034Q,0
1,N-16A,1,Light,TNB23-1046G,0
4,N-008A,2,Medium,TNB21-0128DC,0
1,N-008H,0,Dark,TNB19-1832BC,1
1,N-008H,5,Dark,TNB19-1832BC,0
1,N-008H,3,Dark,TNB19-1832BC,0
3,N-002B,2,Dark,TNB23-3276C,0
3,N-006A,0,Dark,TNB18-3391A,1
1,N-008F,0,Dark,TNB17-0714A,1
1,N-008F,1,Dark,TNB17-0714A,0
1,N-008D,1,Light,TNB24-0561F,0
3,N-002A,2,Dark,TNB23-3255D,0
1,N-002B,0,Dark,TNB19-2167B,1
4,N-002B,0,Light,N11748P,1
4,N-002B,2,Light,N11748P,0
3,N-002B,2,Light,N11748P,0
1,N-008B,0,Dark,TNB19-1833H,1
1,N-008B,1,Dark,TNB19-1833H,0
3,N-008C,6,Light,TNB24-0462P,0
3,N-008E,0,Dark,TNB21-0839AI,1
3,N-008E,1,Dark,TNB21-0839AI,0
3,N-008E,1,Dark,TNB21-0839AI,0
3,N-008D,0,Light,TNB24-0468D,1
3,N-008D,0,Light,TNB24-0468D,1
3,N-008H,0,Dark,TNB23-2093A,1
1,N-16A,0,Light,TNB24-0698C,1
1,N-16A,1,Light,TNB24-0698C,0
3,N-008D,4,Medium,TNB24-0296F,0
3,N-008L,3,Dark,TNB23-2723C,0
1,N-002B,4,Light,TNB23-2957B,0
4,N-008D,0,Dark,TNB23-0702O,1
4,N-008D,4,Dark,TNB23-0702O,0
6,N-008C,0,Light,T29907NL,1
6,N-008C,0,Light,T29907NL,1
3,N-008F,0,Dark,TNB18-2841A,1
3,N-008F,0,Dark,TNB18-2841A,1
1,N-16A,0,Light,TNB24-0698D,1
1,N-16A,0,Light,TNB24-0698D,1
3,N-008K,0,Dark,TNB22-1173B,1
1,N-16A,0,Light,TNB23-1327G,1
1,N-16A,1,Light,TNB23-1327G,0
3,N-008G,1,Dark,TNB23-3178B,0
3,N-008L,3,Dark,TNB23-2723C,0
3,N-008L,0,Dark,TNB23-2723C,1
1,N-008A,2,Medium,TNB23-2144C,0
3,N-008D,1,Dark,TNC23-2537E,0
1,N-008E,2,Light,TNB23-1228U,0
3,N-002A,0,Dark,TNB22-2372C,1
1,N-008A,0,Dark,TNB24-0183H,1
1,N-008A,6,Dark,TNB24-0183H,0
3,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,0,Dark,TNS22-2325M,1
1,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,1,Dark,TNS22-2325M,0
3,N-008L,3,Dark,TNS22-2325M,0
3,N-008C,1,Light,TNB24-0103S,0
3,N-008C,0,Light,TNB24-0103S,1
3,N-008G,0,Dark,TNB23-0399C,1
3,N-008E,0,Light,TNB24-0227B,1
3,N-008E,2,Light,TNB24-0227B,0
3,N-002A,3,Dark,TNB23-2138B,0
3,N-006A,0,Light,TNB24-0161F,1
3,N-006A,0,Light,TNB24-0161F,1
1,N-16A,1,Dark,TNB23-0688G,0
1,N-002B,2,Dark,TNB23-3310B,0
1,N-008B,0,Dark,TNB20-1419C,1
1,N-008B,1,Dark,TNB20-1419C,0
2,N-008D,1,Dark,TNB24-0477Z,0
3,N-008L,2,Dark,TNB23-2723C,0
3,N-002A,1,Dark,TNB24-0001C,0
3,N-006A,0,Dark,TNB24-0036J,1
3,N-006A,4,Dark,TNB24-0036J,0
1,N-002A,0,Light,TNB23-1314H,1
1,N-002A,2,Light,TNB23-1314H,0
3,N-002B,5,Dark,TNB24-1000Z,0
5,N-008G,0,Dark,TNB22-1317N,1
5,N-008G,1,Dark,TNB22-1317N,0
1,N-16B,0,Dark,TNB19-0241AL,1
1,N-16B,0,Dark,TNB19-0241AL,1
3,N-002B,2,Dark,TNB18-3404B,0
3,N-002B,1,Dark,TNB18-3404B,0
3,N-008E,0,Light,TNB23-2263A,1
3,N-008E,1,Light,TNB23-2263A,0
1,N-008F,0,Dark,TNB17-1962G,1
3,N-16A,0,Light,TNB24-0056A,1
3,N-16A,2,Light,TNB24-0056A,0
3,N-008G,0,Dark,TNB18-2841A,1
3,N-008G,1,Dark,TNB18-2841A,0
4,N-008A,5,Medium,TNB21-0128BN,0
4,N-008A,0,Medium,TNB21-0128BN,1
1,N-002A,1,Dark,TNB23-0583G,0
1,N-002A,0,Dark,TNB23-0583G,1
1,N-002A,2,Dark,TNB23-0583G,0
1,N-008G,2,Dark,TNB22-2540A,0
3,N-002B,0,Dark,TNB24-0449C,1
1,N-002A,3,Light,TNB20-1282AA,0
1,N-002B,1,Light,TNB23-2648B,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,1,Dark,TNB23-1787D,0
1,N-008F,0,Dark,TNB23-1787D,1
5,N-008H,1,Light,TNB18-3394A,0
5,N-008H,0,Light,TNB18-3394A,1
1,N-002B,3,Light,TNB23-2646A,0
5,N-002A,3,Dark,TNL24-0163G,0
3,N-008K,2,Dark,TNB19-3525BS,0
3,N-008K,2,Dark,TNB19-3525BS,0
1,N-002A,0,Light,TNB19-1523CO,1
1,N-002A,0,Light,TNB19-1523CO,1
1,N-002A,0,Light,TNB19-1523CO,1
1,N-002A,2,Light,TNB19-1523CO,0
3,N-008D,1,Dark,TNB23-2182J,0
1,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,2,Dark,TNB23-2713B,0
1,N-002B,1,Light,TNB18-3252F,0
4,N-006A,1,Light,TNB23-1636M,0
4,N-006A,0,Light,TNB23-1636M,1
3,N-008A,0,Light,TNB23-1636M,1
3,N-002B,1,Medium,TNB23-1636V,0
5,N-008H,0,Medium,TNB21-0166AY,1
4,N-008H,0,Medium,TNB21-0166AY,1
4,N-008H,0,Medium,TNB21-0166AY,1
5,N-008H,2,Medium,TNB21-0166AY,0
1,N-002A,0,Medium,TNC23-2501B,1
3,N-008E,2,Light,TNB22-0969H,0
1,N-16A,0,Dark,TNB20-1327V,1
1,N-16A,3,Dark,TNB20-1327V,0
1,N-16B,0,Dark,TNB19-0241AL,1
1,N-16B,0,Dark,TNB19-0241AL,1
1,N-002B,1,Light,TNB23-3305A,0
1,N-002B,3,Light,TNB23-3305A,0
1,N-008E,0,Medium,TNB17-1742A,1
1,N-008E,0,Medium,TNB17-1742A,1
1,N-008B,1,Dark,TNB23-1459F,0
5,N-008H,2,Dark,TNB23-0702O,0
1,N-008D,0,Light,TNB22-2541H,1
1,N-008G,0,Dark,TNB24-0231B,1
1,N-008G,0,Dark,TNB24-0231B,1
3,N-16B,1,Dark,TNB23-1975A,0
3,N-16B,0,Dark,TNB23-1975A,1
1,N-16A,0,Dark,TNB19-1819A,1
3,N-008F,0,Dark,TNB24-0241F,1
3,N-008F,1,Dark,TNB24-0241F,0
1,N-008D,2,Light,TNB22-2541H,0
3,N-002A,4,Light,TNB24-0363A,0
1,N-002B,2,Light,TNB20-1282AA,0
1,N-008C,2,Dark,TNB23-1457B,0
1,N-008G,0,Dark,TNB20-1326Q,1
1,N-008G,0,Dark,TNB20-1326Q,1
1,N-008G,1,Dark,TNB20-1326Q,0
4,N-006A,0,Dark,TNB23-2996A,1
4,N-006A,2,Dark,TNB23-2996A,0
3,N-008D,1,Light,TNB23-0714C,0
1,N-16A,6,Light,TNB23-1227K,0
1,N-008E,1,Light,TNB23-2729I,0
3,N-002B,0,Light,TNB21-1241L,1
6,N-008D,1,Dark,TPB23-1045A,0
1,N-002B,1,Medium,TNB23-3311B,0
1,N-008L,3,Dark,TNB23-2713B,0
3,N-008C,1,Dark,TNB24-0553A,0
1,N-002B,1,Light,TNB23-1100G,0
1,N-002B,1,Light,TNB23-1100G,0
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,0,Dark,TNB23-0241FW,1
3,N-008A,8,Light,TNB24-0587D,0
3,N-008D,2,Dark,TNB24-0014A,0
2,N-002B,1,Light,TNB24-0321A,0
1,N-002A,0,Dark,TNB23-1005U,1
1,N-002A,0,Dark,TNB23-1005U,1
1,N-008G,0,Dark,TNB24-0231B,1
3,N-008D,0,Dark,TNB24-0035L,1
1,N-008A,1,Light,TNB18-1135A,0
1,N-008B,0,Dark,TNB20-1394F,1
1,N-008B,1,Dark,TNB20-1394F,0
1,N-008D,1,Light,TNB23-2276B,0
1,N-008E,0,Dark,N5851A,1
3,N-008F,0,Dark,TNB24-0241F,1
3,N-008F,0,Dark,TNB24-0241F,1
4,N-006A,1,Dark,TNB22-0240D,0
1,N-16A,1,Light,TNB23-2800B,0
3,N-008K,0,Dark,TNB23-2713B,1
3,N-008K,3,Dark,TNB23-2713B,0
1,N-008E,0,Dark,TNB23-0240BZ,1
3,N-008A,1,Light,TNB23-1959B,0
5,N-008C,2,Dark,TNB18-3393A,0
3,N-002A,0,Dark,TNB23-3302A,1
1,N-002A,0,Dark,TNB23-3302A,1
3,N-008G,1,Dark,TNB23-0336MD,0
3,N-008C,1,Dark,TNB24-0226C,0
3,N-008C,0,Dark,TNB24-0226C,1
3,N-008G,1,Dark,TNB17-2347A,0
5,N-008G,2,Dark,TNB17-2347A,0
1,N-008E,1,Dark,TNB21-2470G,0
1,N-008E,0,Dark,TNB21-2470G,1
3,N-008F,0,Dark,TNB24-0241F,1
1,N-002A,4,Light,TNB23-2174A,0
1,N-008B,1,Dark,TNB24-0580F,0
2,N-008G,0,Dark,TNB18-2938L,1
3,N-002B,1,Dark,TNB21-0044B,0
3,N-008A,0,Dark,TNB21-1928A,1
2,N-006A,1,Dark,TNB19-0240AM,0
1,N-008D,0,Dark,TNB22-2539F,1
1,N-16A,0,Dark,TNB19-1819A,1
1,N-16A,0,Dark,TNB19-1819A,1
3,N-006A,0,Dark,TNB23-2709B,1
3,N-006A,0,Dark,TNB23-2709B,1
3,N-006A,0,Dark,TNB23-2709B,1
3,N-008E,0,Dark,TNB24-0240E,1
3,N-008E,4,Dark,TNB24-0240E,0
2,N-002A,0,Light,TNC23-2644A,1
3,N-008H,4,Dark,TNB23-1250B,0
3,N-008D,3,Light,TNB24-0682A,0
1,N-002A,3,Medium,TNB24-0521A,0
1,N-008C,1,Dark,TNB19-2374AD,0
3,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,0,Dark,TNS22-2325M,1
3,N-008L,1,Dark,TNS22-2325M,0
1,N-006A,0,Light,TNB24-0292L,1
1,N-006A,2,Light,TNB24-0292L,0
3,N-008F,0,Dark,TNB24-0241F,1
3,N-008A,2,Dark,TNB23-2723C,0
3,N-008G,4,Dark,TNB23-3178B,0
3,N-008G,1,Dark,TNB18-2841A,0
3,N-008G,0,Dark,TNB18-2841A,1
3,N-008G,0,Dark,TNB18-2841A,1
1,N-008F,0,Dark,TNB17-1962G,1
1,N-008F,0,Dark,TNB17-1962G,1
1,N-008F,0,Dark,TNB17-1962G,1
3,N-006A,0,Dark,TNB21-0500JK,1
3,N-006A,0,Dark,TNB21-0500JK,1
1,N-008C,1,Dark,TNB23-1645BD,0
2,N-002B,0,Light,TPB23-1045A,1
1,N-16A,0,Medium,TNB24-0794A,1
1,N-16A,0,Medium,TNB24-0794A,1
3,N-002A,0,Dark,TNC23-2414T,1
1,N-002B,1,Light,TNB23-3304C,0
1,N-002B,0,Light,TNB23-3304C,1
1,N-008B,0,Dark,TNB23-1099B,1
1,N-008B,1,Dark,TNB23-1099B,0
3,N-008C,1,Dark,TNB23-0215A,0
5,N-002B,0,Dark,TNL24-0163G,1
5,N-002B,3,Dark,TNL24-0163G,0
2,N-002A,1,Light,TNB23-2183B,0
3,N-008G,1,Dark,TNB19-3525BS,0
4,N-008A,3,Medium,TNB21-0128DC,0
